review,sentiment
"I have never understood the appeal of this show. The acting is poor (Debra Jo Rupp being a notable exception), the plots of most episodes are trite and uninspiring, the dialogue is weak, the jokes unfunny and it is painful to try and sit through even half an episode. Furthermore the link between this show and the '70s' is extremely tenuous beyond the style of dress and the scenery and background used for the show -it seems to be nothing more than a modern sitcom with the same old unfunny, clichéd scripts that modern sitcoms have dressed up as depicting a show from twenty years ago in the hope that it will gain some nostalgic viewers or something like that. Both ""Happy Days"" and ""The Wonder Years"" employ the same technique much more effectively and are actually a pleasure to watch in contrast to this horrible, pathetic excuse for a show",negative
"This is not an entirely bad movie. The plot (new house built next door seems to be haunted) is not bad, the mood is creepy enough, and the acting is okay. The big problem I had is that, being familiar with Lara Flynn Boyle (from Twin Peaks and other shows), I couldn't get over how different she looks with her apparently new, big lips. I kept staring at them. They look so out of place on her face! They make her look completely different (and not better).<br /><br />Mark-Paul Gosselaar, the actor who plays Kim the architect who designs and pours his heart and soul into the house, does a fine job. And Lara (as Col) is also quite good (but those lips!) as the owner of the house next door. Her husband, Walker (Colin Ferguson) is appropriately wooden. The various characters who live in the house were also fine. I particularly liked Pie (Charlotte Sullivan) and her husband, Buddy (Stephen Amell), the first people to move into the house. The attempt to involve us in the overall neighborhood vibe fails, unfortunately, as the other neighbors are not particularly likable.<br /><br />For some reason the director was unable to make the ""haunted"" house particularly ominous. Other movies (such as Amityville Horror, The Legend of Hell House) manage to achieve that spooky feel, but it just doesn't happen here. The closest is when Col paints a depiction of the house.<br /><br />Another thing that didn't work for me is the plot twist that occurs with Kim, the architect. Initially, he appears to be a victim of the house like the others (it has sucked him dry of inspiration), but later he seems to have joined forces with it in evil.<br /><br />Overall, not a bad movie for horror fans if you can take your eyes off those big lips!",negative
"Yes, it might be not historically accurate(actually only 6 soldiers of 9th rota were killed there), and yes, it has some mistakes and exaggeration(bended machine gun? come on! or the that ""history lesson"" about how Afghanistan was never conquered by anyone - educated Russian officer would know history much better than that - take for example British campaign in Afghanistan). And yes, it does not have multi-million dollars Hollywood-style special effects, but it's strongest point in showing soldier's life there, their relationships and their feelings when the best friends are being killed in front of their eyes. In my opinion 9ya rota really does a good job showing all those things.<br /><br />Again, movie has it weaknesses, but, in my opinion, it appears to be one of the strongest Russian movie for the past few years.<br /><br />8/10",negative
"I really have problems rating this movie. It is directed brilliantly, there is obviously a lot of money in it. Gere and Danes are intense (although her screen personality could use a bit more defining and spicing up), editing and cinematography are excellent. On the other hand, it is one of those really really sick movies where one cannot help but wonder whether the director himself likes to stage specific scenes, and, yes, one cannot help but wonder how many copycats will such a movie inspire.<br /><br />In purely artistic terms, it is a 9, but I really have to ask myself who these people are giving their money to produce such a movie ....",negative
"I'll never understand why when a studio like Universal buys a musical it then butchers it when bringing it to screen. My first thought when seeing Ava Gardner and Robert Walker were starring I would be seeing something from MGM which did musicals best at that time. Boy was I wrong and disappointed.<br /><br />One Touch Of Venus which starred Mary Martin, Kenny Baker, and John Boles on Broadway ran for 567 performances in the 1943-1945 season and Gardner, Walker, and Tom Conway play the roles that Martin, Baker, and Boles did on stage. The Kurt Weill-Ogden Nash musical with book by Nash and S.J. Perelman was a comeback vehicle for Mary Martin who reestablished herself as the Queen of Broadway after a disappointing venture in Hollywood. <br /><br />Look at the names that went into this show. Given who was responsible for the book I expected to see some sparkling wit in this production. Instead I got a rather pedestrian screenplay, it was like all the wit was drained out of it. Doing her best to make up for it is Eve Arden playing her usual girl Friday role with Tom Conway, but it's even too much for Eve.<br /><br />The story concerns department store window dresser Robert Walker who kisses a very valuable statue of Venus who springs to life in the person of Ava Gardner. Of course when the statue goes missing, Conway yells for the law and is suspicious of Walker, the last person to be with the statue. <br /><br />The rest of the film is Walker dealing with Gardner and what will happen to both of them. For reasons I don't understand, Ava was of course dubbed by Eileen Wilson and Walker sings only a couple of lines. The singing is carried by Dick Haymes and Olga San Juan playing Walker's friends and coworkers. Of course on Broadway the songs were done by singers Mary Martin and Kenny Baker. You would kind of think that Haymes would be playing Walker's role at least. It was awkward to say the least.<br /><br />Only three songs survived from the score, Don't Look Now, But My Heart Is Showing, That's Him, and the incomparable Speak Low. Haymes's silken baritone is shown to best advantage in Speak Low which was sung as a duet by Martin and Baker on Broadway. For some reason the lyrics of one of the greatest men of verse of the last century, Ogden Nash, were done over by Ann Ronnell. I suspect the infamous Code was at work here.<br /><br />In Lee Server's biography of Ava Gardner he makes mention of a brief fling Ava had with Robert Walker when she had had a spat with her current man, Howard Duff. When Duff and Gardner reunited, Walker took it badly and didn't speak at all to Gardner off camera. I'm sure the fact that both of them were not in their best work didn't help matters either.<br /><br />Hopefully some repertoire company will do One Touch Of Venus and you'll get to see it the way, Weill, Nash, and Perelman wrote it.",negative
"You should not take what I am about to say lightly. I've seen many, many films and have reviewed a great deal of them, in print. So when I tell you that this film has the single funniest scene I have ever seen in a movie, you might want to listen to me. There's a lot of diversity of opinion as to what makes this INCREDIBLY stupid movie as funny as it is. And to those who just didn't get, well, I can't blame them, too much. The scene I speak of, comes at about the 30 minute mark and involves a dead convict shackled to John Candy. Up until that point, I had found the film dumb, confusing and it was beginning to lose me. When this scene came up, I laughed so hard, I peed my pants. No movie has ever done that to me before. When the project began, ""Going Berserk"" was supposed to be the SCTV movie. I remember it being announced. As time went on, the cast was whittled down To John Candy, Joe Flaherty & Eugene Levy. There also must have been a regime change at Universal, while it was being shot, because upon being released, it was shown in nearly ZERO theaters. When watching this a second time, I listened to the theme song (which actually flaunts how incomprehensible the plot is, in the lyrics), relaxed my logic nerve and figured out what was going on. Aside from the aforementioned routine, ""Going Berserk"" has many other hilarious scenes to recommend it. This is almost a 3 Stooges flick, except it's much funnier. Director David Steinberg has razor sharp timing, and he must have been laughing all through this. As for Candy, who's basically in charge here, he has NEVER been funnier. With all the plot devices and explanatory scenes thrown out the window, he absolutely runs wild. Flaherty and Levy follow him effortlessly. There is a plot, but it's a plot like ""Animal House"" had a plot, and yeah, the script is uneven, and a little slow to start. Once you know this, however, you can well appreciate the full SCTV style craziness that transpires. It IS stupid, but it's stupid on purpose, and you need to remember that when you see it. DO see it, and discover for yourself, if it has the funniest scene of all time in it.",positive
"I may be biased, I am the author of the novel The Hungry Bachelors Club, self-published in 1994. The screenplay was written by my good friend and hungry bachelor, Fred Dresch, who was the inspiration for the character Marlon in the film. I couldn't be more pleased with the trailer, I hope to see the film in its entirety and I will further comment. But Jorja Fox, who plays Delmar Youngblood, my character, is stellar. She carries the bulk of the emotional vehicles in fine form. I couldn't have done better myself! This looks like real people, hardly formula driven and thankfully drives my statement against racial prejudice home, gracefully and heartfelt.",positive
"I am so insulted by this movie, it's not even funny... And I thought ""Mulan"" was unbelievable! However low my expectations of Disney have become, I never figured they'd do something so stereotypical yet so off. There is no respect here for any true Chinese culture, just the Hollywood tradition of random martial arts.<br /><br />I appreciate that they tried to make Wendy into a normal teenage girl... But, fortunately, most normal teenage girls--particularly Asian teenage girls--are much less obsessed with such shallow aspects of life. And from a cultural stand point, it's almost impossible. Yes, there are girls who are wrapped up in popularity and fashion, but they're pretty rare. And even the ones who are are still fairly decent scholars. Another stereotype, maybe, but a fairly true one. Because that's how Chinese parents work. That's how Chinese values work. If they wanted to go for authenticity, they would've made Wendy an ironic girl with glasses and a love-hate relationship with her family.<br /><br />This just adds to my frustration with American movies. Asian culture isn't about meditation and vague, nature-oriented phrases that sound wise. We don't walk around smiling enigmatically all the time, and we don't all know some form of martial arts. We're a PEOPLE, and I'd appreciate it if someone would write an Asian part that doesn't portray us as some sad caricature.",negative
"The film disappointed me for many reasons: first of all the depiction of a future which seemed at first realistic to me was well-built but did only feature a marginal role. Then, the story itself was a weak copy of Lost in Translation. The Middle-Eastern setting, man with family meets new girl overseas, karaoke bar, the camera movements and the imagery - all that was a very bad imitation of the excellent Lost in Translation which had also credibility. This movie tries to be something brilliant and cultural: it is not. I wonder why Tim Robbins even considered doing this film!? The female main actress is awful - did she play the precog in Minority Report? And why do you have to show the vagina in a movie like this? Lost in Translation didn't have to show excessive love scenes. R-Rated just for this? This movie isn't even worth watching it from a videostore!",negative
"This takes place in 1920s Harlem. A black owned nightclub has to deal with gangsters and corrupt policemen.<br /><br />Terrible vanity project for Eddie Murphy. It tries to mix comedy and drama and fails at both. The comedy simply isn't funny and the drama is boring and badly acted. You think a film with three comedy legends--Eddie Murphy, Redd Foxx and Richard Pryor--would be great but it isn't. There's nonstop swearing and the OPENING scene has a young boy shooting a man to death (this is shown as being OK). Also we have the beautiful Della Reese degraded into playing a madam. One of the ""comedic"" highlights has a long, unfunny and terribly vicious fight between her and Murphy. A boring, offensive and stupid mess. Not the worst Murphy movie but pretty close. A 1 all the way.",negative
"Don't listen to most of these people. ill give you a better review of this movie which me and my friend love! Its about Jill Johnson, played by Camilla Belle, who babysits at the Mendrakis' house and someone breaks in. if you're wondering how he got in the house, he went through the garage most likely. so anyway, don't listen to, ""the worst acting"". it has amazing acting. with a great story. I think that there are 2 benefits that Jill has. 1. shes a fast runner and is on the track team. 2.she got out alive! lol.<br /><br />it is a cool movie and quite scary. check it out, you will be happy with this masterpiece. don't listen to the other people on the site. its very good. trust me, i am good at reviewing movies. I'm a future movie critic. i totally want to buy this movie. and you will too when you see it. it is amazingly awesome.",positive
"This movie was a dismal attempt at recreating a crucial time in English history. The film version of Cromwell's growing involvement in the War is marginally accurate but the overall historical accuracy of this movie was way off. This film implies that the war was started over religious differences but the Civil War was in no way Catholic versus Protestant: both sides were Protestant. Cromwell was never present at the battle of Edgehill, nor did he ever ""save the day"". The royalists did not win, the battle ended in a draw.<br /><br />As another reviewer has noted, Cromwell was certainly not one of the ""Five Members"" who were to be removed from the House and arrested. <br /><br />Overall, this movie was decent. The producers tried WAY to hard and it didn't turn out so great. <br /><br />definitely could have been better.",negative
"I didn't really expect much from ""The Night Listener"" and I actually never heard of it until I saw the cover in the videostore. However, the movie is very effective when it comes to building up suspension and tension. On occasion it drags a little, but it actually helps to keep you wondering what's going to happen and more importantly: when. As the movie progresses, the character played by Robin Williams gets dragged into some kind of ""cat and mouse"" spiel to the point where he becomes obsessed with finding out the truth and existence about a 14 year old abused kid that no-one seemed to have ever seen in person. The Night Listener is an interesting story, which is great in building up the suspense throughout the movie and you're pretty much kept in the dark of who is lying and what's real. However, in the end it kind of disappoints and doesn't live up to the potential it could have had. It doesn't really give you a detailed or plausible explanation about the other main character, which would have been helpful and interesting.",negative
"It takes patience to get through David Lynch's eccentric, but-- for a change-- life-affirming chronicle of Alvin Straight's journey, but stick with it. Though it moves as slow as Straight's John Deere, when he meets the kind strangers along his pilgrimage we learn much about the isolation of aging, the painful regrets and secrets, and ultimately the power of family and reconciliation. Richard Farnsworth caps his career with the year's most genuine performance, sad and poetic, flinty and caring. And Sissy Spacek matches him as his ""slow"" daughter Rose who pines over her own private loss while caring for dad. Rarely has a modern film preached so positively about family.",positive
"I first saw this movie when I was very little. I was born in 1985, so it was around the age when 80s cartoons were big. My mother taped it one day thinking I might like it. I had never even heard of the Rainbow Bright TV show before I was introduced to the movie. When I saw it (on one of those old BETA tapes...) I loved it. I became addicted to it. There are people who say it's badly written and all that, but it's a kid's movie, and things like that don't matter much to children. I loved the story, and especially liked the songs and all the female characters. Of course I pretended to be them, and in the scene where Rainbow first met Krys and they were repulsed they had to work with the opposite sex, I could totally relate. The story was the basic good vs. evil that children enjoy, and there were enough happy moments to balance out the scary ones. The world is a fantastic place that would stimulate the imagination of any young child. I am very glad I had an opportunity to see this movie when I was little. It made a big impact, and watching it now brings back happy memories of childhood. I would recommend to any parent with young children to rent this movie. It will trigger their imagination and provide plenty of entertainment. You're only a child once, so don't let them miss out on this one!",positive
"As Americans, we have come to expect crapiness as ""par for the course"" when it comes to HORROR and unknown directors directing unknown actors acting for unknown writers. We truly expect this to suck & when they don't suck,it becomes an over night success.<br /><br />This is NOT an over night success, nor is it an over the weekend or over the month success. This blows from start to finish and my only recommendation is this: GO INTO THIS KNOWING IT SUCKS, enjoy it for what it is, for what it isn't & if you have something better to do, keep this on the back WAY BACK burner. It's entertaining in the way watching the elderly cross a busy street during rush hour, but don't expect much-they almost never get hit by an actual car, its just a lot of hoopla.",negative
"IT SHOULD FIRST BE SAID THAT I HAVE READ THE MANGA AND THEREFORE MY ARGUMENT IS BASED ON THE DIFFERENCES.<br /><br />This anime greatly disappointed me because it removed the comedy and high quality action of the manga and OVA. What it left behind was merely a husk of what it could have been. Many of the characters lacked the depth that is seen in the manga. Alucard is not the sympathetic character that secretly wishes for death. Walter's story lacks the betrayal. And the Nazi villains that plot to engulf the world in war are completely absent. Instead, the anime provides the Gary Stu villain Incognito who is defeated against what appear to be all odds.<br /><br />My primary complaint is not that the anime diverges from the manga, but that it does such a poor job.",negative
"While I was watching this movie I never thought I'd be defending it. It's honest enough from the begininning about not having much of a plot. There's no real characters to latch onto except the killer. Some of the acting can be better, but most of it is capable.<br /><br />I know, a three out of ten isn't stellar, but there are reviews saying it was shot poorly and completely useless, etc. I think it set out to do what it's supposed to fairly well. The lighting is minimal at times, more natural than most audiences are used to, but it's supposed top look like a camcorder snuff film. In fact, at times the quality is probably still too high to be true to that, but nobody would make it through tne minutes of camera work that's truly that bad.<br /><br />It's not particularly scary, but it is disturbing at times. There are one or two characters who don't come across as believable at all and the soundtrack does get tiring at times, but overall it was put together cleaner than a lot of camcorder movies.",negative
excellent drama. very dark. i have never seen california photographed in such a way. bridget fonda as the deaf wife beaten by her husband is superb. the film gripped me from start to finish. very understated performance by sutherland. the direction was very european. amazing to get such a performance from fonda.,positive
"I got a chance to talk with the co-creator, Rebecca Cammisa at the 2002 High Falls Film Festival in Rochester, NY. She said that her style is to be completely open and uninhibited in filmmaking but was very happy to be so severely constrained in the tight quarters of the group home. The narrow hallways and small rooms were expertly shot with a realism that would have been lost with more controlled and deliberate camera work.<br /><br />Sister Helen herself is a remarkable character, coming from tragedy in her own life to being an unusual combination of caring, tough, and street smart. The way the film introduces us to her past is excellent, spending only a few carefully selected minutes sprinkled throughout.<br /><br />In all, I can't begin to correctly heap on praise for this film. It really is a treasure of cinema and the subject a treasure of humanity.",positive
"This film was the first British teen movie to actually address the reality of the violent rock and roll society, rather than being a lucid parody of 1950s teenage life. In an attempt to celebrate the work of Liverpool's Junior Liaison Officers the opening title points out that 92% of potential delinquents, who have been dealt with under this scheme, have not committed a second crime. However, this becomes merely a pretext to the following teen-drama until the film's epilogue where we are instructed that we shouldn't feel responsible or sorry for such delinquents however mixed-up they might seem.<br /><br />Stanley Baker plays a tough detective who reluctantly takes on the post of Juvenile Liaison Officer. This hard-boiled character is a role typical of Baker. Having been currently on the trail of a notorious arsonist known as the firefly and does not relish the distraction of the transfer. However, as in all good police dramas he is led back full circle by a remarkable turn of events, back to his original investigation.<br /><br />His first case leads him to the home of two young children, Mary and Patrick Murphy (played by real-life brother and sister duo), who have committed a petty theft. Here he meets Cathie (satisfyingly portrayed by Anne Heywood) their older sister whom he eventually becomes romantically involved with. It quickly becomes obvious that the squalid environment of such inner-city estates is a breeding ground for juvenile delinquency.<br /><br />The elder brother of the Murphy family, Johnny, is the leader of a gang of rock and roll hoodlums. McCallum does an eye-catching turn as the Americanized mixed-up kid, who owes more to the likes of Marlon Brando, than any previous British star. One is reminded of Brando's character Johnny from 'The Wild One' who led a leather-clad gang of rebellious bikers in much the same way as this film's 'Johnny' leads his gang.<br /><br />Thankfully the preachiness of earlier Dearden crime dramas such as 'The Blue Lamp' is not so apparent. Instead we are presented with several well drawn-out characters on both sides of the law as the drama of the delinquents and the romantic interest between Heywood and Baker takes the forefront.<br /><br />The plot, whilst at times predictable, does deliver some memorable scenes. The disruptive influence that rock and roll music was thought to have had is played out in a scene where Johnny abandons himself to the music, leading a menacing advance on the police sergeant. The most grippingly memorable piece of film however is the climatic classroom scene where a bunch of terrified school children, including Mary and Patrick, are held hostage at gunpoint by Johnny. Obviously in the light of the real-life Dumblaine Massacre this scene seems all the horrifying. Understandably because of this the film is seldom aired or available to modern audiences.",positive
"I was debating between this movie and 2012 but chose Inglourious Basterds due to it's amazingly high IMDb rating. I must say now, what a disappointment. I expected a certain amount of gratuitous violence, but I also expected a lot of witty dialog. I got a huge dosage of the former, but not nearly enough of the latter. I felt shortchanged. The ratio between violence to plot is very important and I think this movie gets it totally wrong. And the plot? It's that believable or really all that entertaining either. Save your time and money. I can't believe what this rating says for the gory and violent tastes of the modern masses.",negative
"When you think of brilliant Australian comedy you don't think of Skit shows (Although I'm quite partial to a bit of 80's and 90's Full Frontal) or even Sitcoms - you think of SATIRE! Something that we Australians really know how to do well. (Eg: Front Line, The Micallef Program) We know how to take the pi$$, and The Chaser's War on Everything, is a classic example of how to do it, and how to do it really well. <br /><br />I've been a huge fan of Chris Taylor and Craig Reucassel for a long time. I remember listening to them on Triple J's afternoon show. They were, and remain, two of the funniest comedians around.<br /><br />Although I was sad when they left Triple J, I was excited to find out what they were investing so much time in that made them have to leave. (They were doing CNNNN and Triple J at the same time, so I figured this was something much bigger) And what an amazingly HILARIOUS show Chaser is. Biting political and social satire at it's best.<br /><br />I'm also pleased to say that it has recently received a MUCH better time slot than Friday nights and has been moved to Wednesday nights right after Spicks and Specks. THANK YOU ABC!! Finally I don't have to tape it! :)",positive
"I can't say how closely the film follows the novel, never having read the book, but since this clocks in at some six and a half hours it's a good bet that most of the base are covered or, at least, we can say with some certainty that this isn't a Reader's Digest condensed version.<br /><br />The production values are high, well up to the standards of other BBC classic series like Inspector Morse and Sherlock Holmes. We can believe Dickens' London looked, sounded, and thought a lot like this. There are some occasional minor lapses -- some sportsman firing a pistol with a percussion cap in 1840 or 1820 or whenever this took place.<br /><br />The acting too is to be applauded. Suzanne Burden is the polite and honest heroine who quietly goes about doing good. She's cute too, in a mature way, her beauty in her compassionate nature not in any flirtatiousness. Denholm Elliott is her guardian (and more than that, as it turns out). Burden and Elliott are two of the very few characters who are good in an unalloyed way. Another is a former sergeant forced to do evil by evil people. Another is a poor and helpless young boy.<br /><br />I don't think anyone else could have written this. It's got all the earmarks of Dickens -- poverty, tragic deaths, capitalism in the raw, the generous rich guy in his gated home, hidden parentage, shadowy motives, and the impotence or outright maliciousness of the justice system. Well, not the justice system as a whole but the chancery, which was evidently a court that decided matters having to do with the distribution of property. (So I gather from Wikipedia.) It became so notoriously rigid and dilatory that it was thoroughly revamped in England in 1973. Twice, Elliott's character describes it as ""a curse."" The most impressive scene involves a money-scrounging creditor hounding a retired soldier in the latter's gymnasium during a fencing lesson. The sergeant is more masculine in the traditional sense than any other male character I remember from Dickens. The apoplectic money lender and renter is screaming threats from his seat and the sergeant turns towards him and does one delicate exercise with the saber after another, each advancement bringing him closer to his tormentor, while the scarlet-faced old creditor shrinks back into his seat.<br /><br />A couple of things are missing. Often Dickens will stick in at least one or two amusing lines of dialog. (""Humbug!"" or ""The law is a ass."") Not here. ""Bleak"" house is the right title. Second, there are practically no Weberian ""ideal types"" -- no Mr. Micawbers or Artful Dodgers or Scrooges. Third, the atmosphere, the whole ethos, is relentlessly dismal. One tribulation follows another, usually having to do with money or some shameful peccadillo out of the past.<br /><br />My God, it's depressing. It's as if the author were venting his spleen on everything he hated in the world he knew. Poverty, okay. He KNEW poverty. But one wonders what the chancery did to Dickens to deserve this kind of treatment.<br /><br />Maybe I should add that I've just watched the first episode of the 2005 series -- and it's better in two ways. There is more zip in the direction, so the pace is a little faster. And the business of Jarndyce vs. Jarndyce is explained satisfactorily right up front, instead of lurking about in the shadows as that mysterious ""curse,"" so the plot is easier to follow.",positive
"At first,this movie seems so bad that i almost fell in a trance the first time i saw it.It was like a bad dream.A cosmic bore.But i gave it a second chance,then another and another,etc...I finally got addicted to this film,due to it's dreamlike slow pace,wonderful natural sets,bathed in a mellow autumn light and especially the musical score,which is made of some 70's progressive rock and absolute exquisite folk songs by actor/singer/songwriter Derek Lamb(the Troubadour).You should notice the song about hazel wood,silver trout and lady vanishing in the air...,heard in the middle and near the end of the film.There are some carnal scenes in the beginning ,wich allow us to appreciate the natural charms of Elizabeth Suzuki.If that movie had been made by some ""repertoire"" directors like Bergman,Lars Von Triers or Jean-Luc Goddard,critics would have rolled on the floor,raving about that movie as if it were a cosmic masterpiece.I personally think this film is one million times superior to any of Fellini's cinematic sh#¤@t!Definitely not for the pretentious.",positive
"This movie is about Tyrannus, a gladiator who is brought back from the dead to summon Tyrannus, a gladiator who must be brought back from the dead. Tyrannus, we learn after about an hour, is also called Demonicus. This adds much needed depth to the screenplay and calls into question our assumptions about identity, psychology and ourselves. <br /><br />The spirit of Tyrannus accomplishes his little to-do list (killing some people and saying repetitive phrases in Latin) by possessing the body of a college guy. He uses a magic mind-control helmet to do this, which the college boy willingly puts on his head, and then at several points in the movie, takes off and puts back on.<br /><br />Maria performs oral sex on a poor man's Sean Willian Scott, and Tyrannus wears the Rollerball glove. Tyrannus has his own green backlighting for no reason, and has apparently been sitting next to CG fire in an ancient concrete tunnel for centuries like this. Utter misfortune.<br /><br />This movie is empty and will hurt you. See it.",negative
"Some people have stated that as of the 11th season, South Park has started a trend of leaving behind their politically biting satire for shallow spoofs; but this could not be further from the truth.<br /><br />While this episode does spoof the Living Dead series, there is more. It is a satire of how people treat the homeless. Characters say things like ""They're pretending to be just like us"" or ""They want to be human."" This episode attacks a culture of people who ignore the lower class who are often just down on their luck.<br /><br />So yes, it is still a satire, and also a wonderful spoof. What more could you want?",positive
"This is possibly the best short crime drama I've ever seen. The acting is superb especially Amanda Burton who's character goes from scary to sweet to disturbing to sad and then some...She does an amazing job balancing Rachels/Carlas feelings and acting out the pain of someone who's lost a child, its so believable that it feels more like a real life story then a drama. The other actors are of course great too which they usually are in British TV/Film. The ending,which I'm not going to give away,is fantastic mainly because you don't really get one... (you'll get what I mean after you've seen it) This is well worth buying and seeing over and over again and if you're not touched by this you're one cold hearted person.",positive
"Now we know where they got the idea of Snakes on a Plane. To put it bluntly, do not pay to see this movie. If you really want to waste 90 minutes of your life, then either catch it on cable, or get it as a free pick from NetFlix or Blockbuster. Do not pay to rent this. If you do pay to rent this, then you are one stupid individual. The acting was awful, the plot was awful, everything was awful except for the snakes. Whether they were real or CGI generated, they did look pretty good. But that being said, still this movie has to be one of the worst movies I have ever seen. Even the nude dancing scene was pretty bad that I actually fast forwarded through that. Don't sat I did not warn you.",negative
"This is one of the worst movies I've seen in a long time. The story was boring, the dialogue was atrocious and the acting hammy. I'm not sure if this movie was the result of a film school homework project, but it certainly played like one. It is not even particularly successful in its central conceit of trying to appear as a single continuous take. The whooshing horizontal camera pans are a cheap and unoriginal way of hiding cuts.",negative
"I really wanted to love this film. I have read the book to my daughters and we all loved it. The book is marvelous. This film is very far from the book. The book is splendid - this film is an awful adaptation.<br /><br />In the book, Sara is honorable, kind, strong, and NEVER does anything spiteful to get back at anyone. That's the POINT of the book! She behaves as a ""princes"" regardless of circumstances. An important part of behaving like a princess is to not return unkindness. It is to behave honorably regardless of how you are being treated.<br /><br />In the book, she endures much and touches the lives of others. Other people change their behaviors after they witnessed her kindness and ability to endure without sinking to spite and vengefulness. Sara does what is right simply BECAUSE it is RIGHT.<br /><br />Outside of the bakery, she comes upon a beggar girl who is more poor and hungry than she is. She has half a dozen hot buns. She is VERY hungry. She gives one bun to this wild looking little girl huddled on the doorstep of the bakery. When she sees how ravenous the girl is and watches her gobble the bun, she gives her another. She continues to do this until she has given 3 or 4 I think - I don't remember how many.<br /><br />The baker is watching through the window. She is so moved by what she has witnessed, she takes the beggar girl in and raises her as her own daughter. Other people are similarly influenced by Sara.<br /><br />And in the book, her father has died. The man next door is her father's partner - he has been looking for her. Her father did not lose his money after all - the man is thrilled to find Sara; he takes her and Becky into his home and raises them as his daughters. And Sara has her full inheritance, of course.<br /><br />Miss Minchin is not a chimney sweep. In fact, she remains in her same post at the school. But she is humiliated as Sara has told her new guardian of the cruel treatment she received. And Sara does speak to Miss Minchin in the end - Miss Minchin is trying to minimize her treatment of Sara and Sara with a calm steadfast demeanor, instructs Miss Minchin that she had been cruel.<br /><br />There is no comeuppance for Miss Minchin. She continues on in her miserable existence. It does not matter - what matters is that Sara has a home with a guardian who loves her - and her dearest friend in the world, Becky, is now for all intents and purposes, her sister.<br /><br />The book is about love and honorable behavior under the worst of circumstances. It is about self control and humility. It is a wonderful book. This film does NOTHING to capture the true story and messages of the book. My wife was so disgusted with it, she wanted to leave the theater in the middle, but we decided to stick it out. We were not rewarded.<br /><br />I cannot for the life of me think of a reason the film makes should alter this excellent book in such a bad direction. Perhaps it was the influence of the ghastly screenplay from the book that Shirley Temple acted in. I don't know - but this film is so far from the book in character and values that I do not recognize it.<br /><br />Don't waste your time - buy the book. It is unforgettable... even for a dad!",negative
"In a future society, the military component does not have to recruit; rather, their candidates are chosen at birth, culled from nurseries and designated to spend their entire lives in the service of the government. They are given over to the war machine, body and soul, for no reason other than to protect and serve; they have no personal identity other than a name and rank, and no autonomy whatsoever. This is the fate of those whose destiny is predetermined for them in `Soldier,' directed by Paul Anderson and starring Kurt Russell. The scenario is hard and bleak as the movie begins by depicting the training of the soldiers during advancing periods of time, from preadolescence to adulthood. Russell is Sergeant Todd, the best of the best, and we glimpse his career as he discharges his duties in an exemplary manner in campaign after campaign; he is what he was born to be, a soldier. But even the best cannot go on forever, and the day arrives when Todd and his peers are no longer the elite. A new generation of soldiers has been created, products of advanced genetics and technology, and Todd's generation is suddenly obsolete. What follows is the story of a man who must fight for his life, while struggling to discover his own sense of humanity and individuality, traits new to a soldier who has known only two things his entire life: Fear and discipline. Russell gives a commanding performance as Todd, the soldier who above all else must obey orders without question while suppressing all emotion and individual thoughts. He has few lines in this movie, but Russell speaks volumes with his eyes. This role demonstrates that he is, in fact, one of the under-appreciated actors of our times; that he can disappear so entirely into the character of Todd is a credit to his ability, and with this part he has created someone quite different from any he's done before. And he's given Todd a depth and credibility that someone of lesser talent could easily have rendered as nothing more than a pretentious and superficial stereotype. Notable performances are also turned in here by Connie Nielsen (Sandra) and Jason Isaacs (Colonel Mekum). Rounding out the supporting cast are Jason Scott Lee, memorable as Caine 607, one of the new generation of soldiers; Sean Pertwee (Mace); Gary Busey (Captain Church); Michael Chiklis (Jimmy Pig); and Mark Bringleson (Rubrick). Anderson has delivered an action film with a message, a cautionary tale that transcends the genre of science-fiction. `Soldier' reminds us of the importance of keeping the humanity of our lives intact. It's an entertaining way of making us consider the alternatives, like a bleak future and a world in which good movies just wouldn't make a whole lot of difference. Much like `1984,' and `Mad Max,' this movie, which is ultimately uplifting, is going to make you take pause and think about the kind of Universe in which we all must live together and share. I rate this one 7/10.",positive
"DOCTEUR PETIOT, starring Michel Serrault, is a brutal story about a brutal man. A doctor who heals the sick in occupied France, even if their ability to compensate is not there. Yet, he preys on the weakest amidst the populace. The imagery and cinematography are superb, and lend an additional macabre feeling to this complex story. He is the perfect psychopath. Seductive and altruistic, intelligent and caring, calculating and murderous. A movie certain not to be forgotten soon by the viewer. Kudos to Mr. Serrault, for his chilling portrayal.",positive
"This typical Mamet film delivers a quiet, evenly paced insight into what makes a confidence man (Joe Mantegna) good. Explored as a psychological study by a noted psychologist (Lindsay Crouse), it slowly pulls her into his world with the usual nasty consequences. The cast includes a number of the players found is several of Mamet's films (Steven Goldstein, Jack Wallace, Ricky Jay, Andy Potok, Allen Soule, William H. Macy), and they do their usual good job. I loved Lindsay Crouse in this film, and have often wondered why she didn't become a more noted player than she has become. Perhaps I'm not looking in the right places!<br /><br />The movie proceeds at a slow pace, with flat dialog, yet it maintains a level of tension throughout which logically leads to the bang-up ending. You'd expect a real let down at the ending, but I found it uplifting and satisfying. I love this movie!",positive
